f5,f6,f7,f8,f9,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,binaryClass
23,160,91,73,95,0,3,0,0,1,1,0,27,29,47,0,0,0,0,0,0,0,1,1,0,0,N
99,86,119,71,94,0,0,0,41,49,2,0,0,0,0,0,36,7,0,0,0,0,0,0,0,0,N
13,131,104,71,94,0,0,0,0,0,0,0,0,15,37,26,0,0,0,0,0,0,0,0,0,0,N
59,107,76,71,94,0,0,4,14,0,0,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,N
135,77,76,71,94,18,107,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
121,77,77,78,94,42,11,56,0,5,2,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,N
16,161,116,72,94,1,1,0,0,0,0,0,2,42,22,51,0,0,0,0,0,1,0,0,0,0,N
162,81,76,71,94,63,55,39,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,N
17,115,102,71,94,0,0,0,1,1,1,1,0,0,34,25,0,0,0,0,0,0,0,0,0,0,N
31,134,78,73,94,0,0,0,1,0,0,0,69,7,0,0,0,0,0,1,1,0,0,0,0,0,N
128,87,76,71,94,0,8,71,0,35,11,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,N
106,96,76,71,94,10,47,0,0,0,44,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
68,117,76,71,94,0,2,0,0,7,38,32,15,4,0,0,0,0,0,0,0,0,0,0,0,0,N
127,79,76,71,94,0,6,56,0,50,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
69,117,76,71,94,0,2,0,0,6,40,32,20,0,0,0,0,0,0,0,0,0,0,0,0,0,N
108,86,76,71,94,19,44,0,3,9,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
117,77,76,71,94,42,32,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
52,133,76,71,94,15,6,0,0,0,0,7,70,2,0,0,0,0,0,0,0,0,0,0,0,0,N
74,77,125,75,94,0,20,44,0,0,0,0,0,0,0,0,0,29,12,0,0,0,0,0,0,0,N
45,133,76,71,94,0,0,0,1,1,10,35,27,17,0,0,0,0,0,0,0,0,0,0,0,0,N
110,83,76,71,94,0,3,0,41,40,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
117,89,77,73,94,19,44,0,0,10,52,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,N
26,124,76,72,99,0,0,1,1,0,0,0,46,14,0,0,0,0,0,0,0,0,0,0,4,0,N
102,77,76,71,94,55,37,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
71,77,131,78,94,0,50,12,0,0,0,0,0,0,0,0,0,30,18,0,0,0,0,0,0,0,N
16,149,152,88,94,0,2,1,0,0,0,0,0,69,6,0,0,24,47,0,0,0,0,0,0,0,N
105,87,76,71,94,0,37,10,0,18,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
57,93,139,71,94,0,1,2,0,13,42,0,0,0,0,0,27,30,0,0,0,0,0,0,0,0,N
61,113,76,71,94,0,0,0,3,6,8,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
182,102,76,71,94,0,0,0,52,51,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
47,101,79,76,95,0,0,0,0,0,22,39,0,0,0,0,0,1,2,0,0,0,4,0,0,0,N
108,86,76,71,94,0,0,32,16,26,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
40,131,80,71,94,1,4,19,0,0,0,0,19,32,12,0,0,0,0,0,0,0,0,0,0,0,N
112,82,76,71,94,0,0,0,40,49,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
137,77,76,71,94,32,48,11,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
130,77,84,71,94,0,37,64,24,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,N
16,126,112,111,94,0,2,1,0,0,0,0,0,24,35,0,0,0,0,31,16,0,0,0,0,0,N
110,116,76,71,94,0,0,39,39,1,3,25,35,0,0,0,0,0,0,0,0,0,0,0,0,0,N
114,83,76,71,94,0,3,3,14,66,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
134,77,76,74,98,46,0,9,73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,N
63,122,124,71,94,0,0,1,2,0,48,29,0,0,0,20,38,0,0,0,0,0,0,0,0,0,N
32,122,78,71,94,0,1,4,0,0,0,0,59,1,0,3,0,0,0,0,0,0,0,0,0,0,N
101,108,76,71,94,1,1,0,0,46,27,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
100,86,76,71,94,0,2,24,24,17,31,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
119,77,76,71,94,44,49,19,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
93,77,76,71,94,40,40,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
14,88,146,93,94,0,0,0,0,0,0,0,4,8,1,0,0,9,61,0,0,0,0,0,0,0,N
141,77,76,71,94,32,76,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
58,101,76,71,94,0,1,10,1,0,23,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
13,116,107,75,99,0,0,0,0,0,0,0,0,0,43,16,2,4,0,0,0,0,0,4,1,0,N
20,100,119,71,94,1,2,1,2,0,0,0,0,0,0,38,20,0,0,0,0,0,0,0,0,0,N
26,77,76,127,95,0,0,3,4,7,1,0,0,0,0,0,0,0,0,0,0,35,3,0,0,0,N
98,77,76,71,94,0,24,60,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
173,77,76,71,94,0,0,0,95,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
130,86,89,71,94,50,12,0,43,19,0,0,0,0,0,18,2,0,0,0,0,0,0,0,0,0,N
58,121,79,71,94,0,0,1,2,0,16,59,15,0,0,0,3,0,0,0,0,0,0,0,0,0,N
18,90,131,71,94,0,1,2,0,2,1,0,0,0,0,0,53,4,0,0,0,0,0,0,0,0,N
69,110,76,71,94,0,0,0,0,37,12,12,33,0,0,0,0,0,0,0,0,0,0,0,0,0,N
77,119,117,71,94,0,56,6,0,3,4,0,1,0,17,57,0,0,0,0,0,0,0,0,0,0,N
131,77,76,71,94,0,1,38,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
15,77,76,92,148,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,27,0,N
93,114,76,71,94,0,0,0,0,0,95,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
59,118,98,71,94,0,0,26,23,0,0,0,0,0,50,9,0,0,0,0,0,0,0,0,0,0,N
64,157,77,71,94,0,0,0,0,33,29,0,0,74,1,0,0,0,0,0,0,0,0,0,0,0,N
108,85,76,71,94,0,0,33,31,11,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
19,132,76,71,94,1,1,0,0,0,0,0,12,47,0,0,0,0,0,0,0,0,0,0,0,0,N
130,77,76,71,94,0,56,6,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
47,98,76,71,94,0,0,0,2,3,17,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
111,95,76,71,94,0,0,0,0,46,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
37,77,120,84,94,1,1,4,17,1,1,0,0,0,0,0,0,9,34,0,0,0,0,0,0,0,N
18,115,98,80,94,0,0,3,2,0,0,0,0,25,19,0,0,0,13,5,0,0,0,0,0,0,N
115,77,76,71,94,0,38,53,11,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
49,123,101,71,94,1,0,0,0,13,32,0,0,0,39,19,0,0,0,0,0,0,0,0,0,0,N
85,146,80,71,94,0,0,0,0,44,6,57,0,34,10,0,0,0,0,0,0,0,0,0,0,0,N
59,109,108,71,94,0,0,41,6,2,0,0,0,0,14,44,0,0,0,0,0,0,0,0,0,0,N
98,77,76,71,94,0,0,83,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
99,77,76,71,94,0,0,23,28,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
82,109,78,126,94,0,0,0,28,18,0,50,11,0,0,0,0,0,0,0,5,34,0,0,0,0,N
54,87,76,128,94,2,1,2,2,5,41,0,0,0,0,0,0,0,0,0,0,37,2,0,0,0,N
111,82,76,71,94,6,56,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
18,77,148,71,94,0,0,1,1,2,0,0,0,0,0,0,1,55,1,0,0,0,0,0,0,0,N
22,170,76,71,94,0,0,0,0,0,0,0,37,67,0,0,0,0,0,0,0,0,0,0,0,0,N
122,88,76,72,123,2,1,50,14,13,48,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,N
78,101,76,71,94,0,0,0,3,29,26,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
92,117,76,72,106,2,1,0,0,36,11,76,0,0,0,0,0,0,0,0,0,0,0,0,3,4,N
14,143,87,71,94,0,0,0,0,0,0,1,2,40,35,0,0,0,0,0,0,0,0,0,0,0,N
36,167,109,71,94,0,0,0,0,4,4,8,52,0,44,30,0,0,0,0,0,0,0,0,0,0,N
48,87,76,107,120,0,0,0,0,5,42,1,0,0,0,0,0,0,0,0,0,0,22,16,0,0,N
24,112,106,73,94,0,8,1,0,1,1,0,0,0,28,30,0,0,0,2,0,0,0,0,0,0,N
75,116,76,71,94,0,0,0,0,0,52,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
78,131,76,71,94,0,3,0,0,0,26,95,2,0,0,0,0,0,0,0,0,0,0,0,0,0,N
40,94,146,71,94,0,0,0,0,0,23,22,0,0,0,0,2,54,0,0,0,0,0,0,0,0,N
34,102,85,85,108,0,0,1,2,0,0,32,13,0,0,0,3,4,0,0,0,0,3,13,0,0,N
103,78,76,71,94,18,46,28,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
24,114,76,71,94,0,3,2,0,0,0,0,24,20,0,0,0,0,0,0,0,0,0,0,0,0,N
132,77,76,71,94,33,32,12,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
102,77,76,71,94,1,76,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
145,91,82,71,94,0,0,44,74,24,0,0,0,2,18,0,0,0,0,0,0,0,0,0,0,0,N
58,149,97,74,94,0,0,0,0,0,10,48,63,0,0,0,0,10,9,0,0,0,0,0,0,0,N
33,117,99,71,94,0,0,0,8,12,0,1,0,0,46,12,0,0,0,0,0,0,0,0,0,0,N
115,94,76,71,94,0,12,50,0,1,61,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,N
59,77,77,117,116,0,9,37,0,3,0,0,0,0,0,0,0,0,0,0,3,3,29,8,0,0,N
115,77,76,71,94,0,51,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
67,101,94,150,94,12,8,0,0,0,23,38,0,0,0,0,0,0,0,0,57,11,0,0,0,0,N
73,140,90,71,94,44,19,1,0,0,0,0,0,32,42,0,0,0,0,0,0,0,0,0,0,0,N
58,131,82,71,94,0,28,18,0,1,0,1,0,41,18,0,0,0,0,0,0,0,0,0,0,0,N
19,136,79,72,94,0,0,0,0,0,3,3,8,52,0,0,0,0,2,0,0,0,0,0,0,0,N
51,106,76,72,96,0,0,0,3,1,14,52,0,0,0,0,0,0,0,0,0,0,0,1,1,0,N
110,96,76,71,94,0,0,0,43,19,44,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
36,118,76,72,94,0,12,8,3,0,0,0,6,38,0,0,0,0,0,0,0,0,1,0,0,0,N
65,143,76,72,94,0,0,0,1,28,36,0,1,58,0,0,0,0,0,0,0,0,0,1,0,0,N
99,93,76,71,94,5,42,0,0,0,58,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
53,102,76,71,94,3,0,0,0,2,24,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,N
84,112,106,71,94,5,8,3,0,55,7,0,0,0,21,37,0,0,0,0,0,0,0,0,0,0,N
148,77,76,72,94,0,55,26,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,N
13,134,130,71,94,0,0,0,0,0,0,0,0,0,46,40,15,0,0,0,0,0,0,0,0,0,N
120,101,76,71,94,0,0,0,6,56,54,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
116,78,76,71,94,0,0,37,66,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
68,148,76,71,94,0,4,5,0,46,0,0,13,63,0,0,0,0,0,0,0,0,0,0,0,0,N
102,77,76,71,95,0,5,43,33,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N
132,77,76,71,94,25,37,0,56,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
47,88,76,113,114,0,0,0,0,4,41,2,1,0,0,0,0,0,0,0,0,0,36,3,0,0,N
89,105,76,71,94,0,0,0,28,20,9,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
131,77,76,71,94,0,1,32,30,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
129,77,76,71,94,0,0,6,81,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
60,114,84,71,94,1,0,2,15,32,0,0,0,21,23,0,0,0,0,0,0,0,0,0,0,0,N
58,135,96,71,94,42,5,0,0,0,2,0,0,11,64,0,0,0,0,0,0,0,0,0,0,0,N
87,85,139,75,95,0,0,0,79,0,0,0,0,0,0,0,34,22,0,3,1,0,0,1,0,0,N
46,106,82,71,94,0,2,1,0,2,30,15,0,1,19,0,0,0,0,0,0,0,0,0,0,0,N
99,98,76,71,94,0,0,0,0,36,71,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,N
64,130,76,71,94,0,2,1,0,32,14,0,35,25,0,0,0,0,0,0,0,0,0,0,0,0,N
113,94,76,71,94,0,0,0,0,63,53,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
110,77,103,99,94,0,6,25,60,12,0,0,0,0,0,0,0,0,5,35,0,0,0,0,0,0,N
132,77,76,71,94,0,0,56,12,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
87,178,76,71,94,0,0,0,62,0,0,0,66,54,0,0,0,0,0,0,0,0,0,0,0,0,N
56,77,146,71,94,0,9,37,0,0,0,0,0,0,0,0,2,54,0,0,0,0,0,0,0,0,N
54,122,76,71,94,0,0,0,0,0,0,86,4,0,0,0,0,0,0,0,0,0,0,0,0,0,N
45,111,76,71,94,12,8,0,1,0,1,1,42,2,0,0,0,0,0,0,0,0,0,0,0,0,N
13,123,92,89,143,0,0,0,0,0,0,0,0,11,48,0,0,0,0,0,0,0,0,11,27,0,N
120,78,76,71,94,0,14,32,25,40,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
70,111,110,71,94,0,0,1,2,47,15,0,0,0,8,50,0,0,0,0,0,0,0,0,0,0,N
121,90,85,87,94,0,4,73,6,0,37,9,0,0,0,0,0,0,0,10,8,0,0,0,0,0,N
59,96,124,71,94,0,0,0,0,46,3,0,0,0,0,19,39,0,0,0,0,0,0,0,0,0,N
27,139,76,71,94,0,0,0,0,0,0,2,54,22,0,0,0,0,0,0,0,0,0,0,0,0,N
36,105,76,71,98,0,0,7,2,0,0,17,28,0,0,0,0,0,0,0,0,0,0,0,0,2,N
57,103,76,71,94,5,4,0,0,2,16,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
28,155,105,71,94,0,0,0,0,0,0,4,57,0,24,34,0,0,0,0,0,0,0,0,0,0,N
37,106,76,71,94,1,5,4,2,0,0,14,30,0,0,0,0,0,0,0,0,0,0,0,0,0,N
75,106,76,71,94,0,0,1,5,0,61,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
99,77,116,86,94,0,28,51,14,0,0,0,0,0,0,0,0,4,37,0,0,0,0,1,0,0,N
42,104,89,71,94,0,0,0,0,0,32,13,0,1,5,18,0,0,0,0,0,0,0,0,0,0,N
64,108,76,71,94,0,0,1,11,10,2,58,4,0,0,0,0,0,0,0,0,0,0,0,0,0,N
76,81,76,101,127,50,15,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,31,0,0,N
73,111,106,71,94,0,0,25,37,1,2,0,0,0,21,37,0,0,0,0,0,0,0,0,0,0,N
60,78,159,79,94,37,9,0,2,1,0,2,0,0,0,0,0,50,21,0,0,0,0,0,0,0,N
19,163,81,71,94,0,0,0,1,1,0,0,15,65,15,0,0,0,0,0,0,0,0,0,0,0,N
107,103,76,71,94,16,63,0,2,0,0,29,16,0,0,0,0,0,0,0,0,0,0,0,0,0,N
99,94,76,74,94,0,44,19,0,0,24,23,0,0,0,0,0,0,0,0,0,2,1,0,0,0,N
114,77,76,71,94,0,0,37,57,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
92,107,76,71,94,0,0,1,0,15,73,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
102,77,76,72,94,65,28,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,N
129,81,76,71,94,19,44,0,1,48,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
160,105,76,71,94,63,62,0,0,0,5,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
117,77,77,75,121,2,1,53,55,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,8,N
102,132,76,71,94,0,0,0,0,50,58,0,8,36,0,0,0,0,0,0,0,0,0,0,0,0,N
73,131,83,71,94,0,0,0,56,6,1,1,0,40,20,0,0,0,0,0,0,0,0,0,0,0,N
89,107,110,71,94,0,2,48,32,0,0,0,0,0,8,50,0,0,0,0,0,0,0,0,0,0,N
131,77,76,71,94,0,50,13,32,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
110,82,76,71,94,14,32,0,0,40,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
14,115,102,71,101,0,0,0,0,0,0,1,0,0,36,23,0,0,0,0,0,0,0,0,0,4,N
189,77,76,71,94,0,55,24,94,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,N
101,89,76,71,94,25,58,2,0,0,0,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,N
132,77,76,71,94,0,3,0,50,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
117,77,76,71,94,2,7,56,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
13,77,78,80,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,6,29,N
36,98,119,84,94,0,0,0,0,0,7,38,0,0,0,2,1,5,37,0,0,0,0,0,0,0,N
114,77,76,71,94,0,19,53,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
53,102,76,71,94,1,6,0,0,0,20,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
163,79,81,71,94,2,1,47,55,55,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,N
108,101,76,71,94,0,0,0,0,33,91,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,N
122,78,76,71,94,7,56,5,41,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
61,121,76,71,94,2,1,1,2,32,14,0,11,33,0,0,0,0,0,0,0,0,0,0,0,0,N
66,100,81,77,94,0,2,1,0,0,60,18,0,0,0,0,0,0,0,8,0,0,0,0,0,0,N
122,100,76,71,94,0,63,16,0,0,28,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
13,85,175,77,94,0,0,0,0,0,0,0,0,0,0,0,34,42,15,0,0,0,0,0,0,0,N
116,113,76,71,94,0,49,20,0,0,11,66,0,1,0,0,0,0,0,0,0,0,0,0,0,0,N
96,77,76,71,94,0,4,29,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
116,77,76,74,94,44,19,0,23,23,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,N
90,88,133,71,94,63,17,1,0,0,0,0,0,0,0,0,48,9,0,0,0,0,0,0,0,0,N
128,99,76,71,94,0,0,0,16,63,44,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
13,85,143,72,102,0,0,0,0,0,0,0,0,2,1,0,25,33,0,0,0,0,0,0,3,3,N
98,77,76,71,94,55,24,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
115,82,76,71,94,0,25,37,0,40,6,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,N
121,77,76,71,94,0,33,16,9,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
113,94,77,71,94,0,37,25,0,0,54,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,N
68,108,76,71,94,0,0,0,0,0,53,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
71,97,123,71,95,0,0,50,12,0,0,0,0,0,0,24,33,0,0,0,0,0,0,0,1,0,N
61,77,76,82,111,32,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,N
103,106,98,73,94,0,62,0,1,2,1,60,0,0,0,0,0,13,5,0,0,0,0,0,0,0,N
74,111,105,74,98,2,19,44,0,0,0,0,0,0,24,34,0,0,0,0,0,0,1,3,1,0,N
129,78,76,71,94,56,6,6,3,50,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
24,114,100,144,94,1,4,0,0,0,0,0,24,20,0,0,0,0,0,6,62,0,0,0,0,0,N
52,123,77,72,96,0,16,8,0,0,0,25,20,19,1,0,0,0,0,0,0,0,0,2,0,0,N
117,105,76,71,94,0,55,24,0,0,5,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
130,77,76,72,94,0,51,13,0,59,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N
41,137,96,71,94,0,0,2,1,0,17,28,0,0,56,3,0,0,0,0,0,0,0,0,0,0,N
59,131,81,71,94,23,24,2,0,0,0,0,0,43,16,0,0,0,0,0,0,0,0,0,0,0,N
104,109,76,71,94,0,37,46,2,0,0,1,43,0,0,0,0,0,0,0,0,0,0,0,0,0,N
22,77,89,155,94,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,40,27,0,0,0,0,N
100,77,76,71,94,23,55,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
92,77,76,71,94,2,1,49,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
25,112,82,75,94,0,0,0,0,0,0,8,37,4,0,0,0,0,5,1,1,0,0,0,0,0,N
131,121,76,71,95,29,20,0,0,0,63,60,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N
116,90,76,71,94,0,0,50,12,8,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
129,151,76,71,94,0,0,0,24,55,44,17,13,46,0,0,0,0,0,0,0,0,0,0,0,0,N
93,77,78,71,94,6,17,38,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,N
62,129,76,71,94,0,0,0,0,8,54,0,16,29,0,0,0,0,0,0,0,0,0,0,0,0,N
73,77,76,125,98,0,0,25,37,0,2,1,0,0,0,0,0,0,0,0,0,30,9,0,0,0,N
71,77,90,113,94,0,0,0,25,37,0,0,0,0,0,0,0,0,0,4,35,0,0,0,0,0,N
123,84,76,71,94,56,6,0,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
59,115,104,79,94,46,0,0,2,1,0,0,0,0,38,20,0,0,0,2,5,0,0,0,0,0,N
110,77,76,71,94,4,12,41,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
18,135,76,71,94,0,2,1,2,1,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,N
101,92,76,71,94,0,43,6,0,0,59,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
114,93,76,71,94,0,0,0,62,0,58,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
61,77,97,106,94,0,1,1,29,20,0,0,0,0,0,0,0,0,0,26,14,0,0,0,0,0,N
148,77,76,71,94,0,12,129,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
72,113,86,71,94,0,0,3,0,55,7,0,0,12,31,0,0,0,0,0,0,0,0,0,0,0,N
71,81,123,77,94,0,0,0,0,48,18,0,0,0,0,0,0,24,17,0,0,0,0,0,0,0,N
38,104,76,71,94,0,2,1,0,0,6,30,15,0,0,0,0,0,0,0,0,0,0,0,0,0,N
50,105,142,71,94,2,1,0,0,0,23,38,0,0,0,0,17,40,0,0,0,0,0,0,0,0,N
94,79,76,71,94,0,0,21,62,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
74,77,88,115,94,0,0,0,38,27,0,0,0,0,0,0,0,0,0,0,38,2,0,0,0,0,N
68,102,79,76,94,0,13,10,0,0,18,43,0,0,0,0,0,0,0,2,3,0,0,0,0,0,N
28,110,76,71,94,0,0,2,1,0,1,4,42,0,0,0,0,0,0,0,0,0,0,0,0,0,N
14,120,77,96,94,0,0,0,0,1,1,0,0,44,0,0,0,0,0,0,2,16,0,0,0,0,N
59,136,94,71,94,9,37,0,3,0,0,0,0,18,57,0,0,0,0,0,0,0,0,0,0,0,N
25,137,118,122,94,0,0,0,0,0,0,8,37,0,4,54,0,0,0,0,19,20,0,0,0,0,N
115,77,76,71,94,37,15,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
73,118,76,71,94,0,0,0,0,0,45,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
27,189,106,71,94,0,0,0,1,2,0,0,49,26,54,20,0,0,0,0,0,0,0,0,0,0,N
74,106,76,71,94,0,0,0,1,30,19,35,10,0,0,0,0,0,0,0,0,0,0,0,0,0,N
98,81,76,71,94,9,37,0,0,31,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
121,77,76,71,94,1,2,5,96,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
97,94,76,105,122,0,0,0,6,56,21,24,0,0,0,0,0,0,0,0,0,0,17,21,0,0,N
113,113,76,71,94,0,17,4,37,9,8,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
66,125,80,71,94,3,0,0,0,30,32,0,0,32,12,0,0,0,0,0,0,0,0,0,0,0,N
47,104,76,72,94,0,3,0,0,0,10,51,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N
121,86,76,72,94,55,24,0,0,9,36,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,N
110,98,76,71,94,37,26,1,0,0,34,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
112,90,90,71,94,0,0,56,6,26,22,0,0,0,0,13,6,0,0,0,0,0,0,0,0,0,N
97,80,77,71,94,18,28,0,0,36,10,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,N
124,77,76,71,94,0,0,25,39,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
200,77,76,71,94,44,19,88,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
90,77,76,71,97,0,71,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,N
64,112,76,71,94,0,0,14,32,0,0,0,31,13,0,0,0,0,0,0,0,0,0,0,0,0,N
71,112,99,71,94,0,0,0,25,37,0,0,0,0,37,15,1,0,0,0,0,0,0,0,0,0,N
