bedrooms,bathrooms,sqft_living,sqft_lot,waterfront,grade,sqft_above,sqft_basement,yr_built,yr_renovated,lat,long,sqft_living15,sqft_lot15,date_year,date_month,date_day,price
3,1.0,1550,6840,0,7,1550,0,1918,0,47.6572,-122.335,2370,4560,0,10,24,13.171155446333852
6,3.0,2790,4550,0,8,2790,0,1907,0,47.626999999999995,-122.361,2590,4550,1,2,2,13.45883704259595
3,1.75,1980,273556,0,6,1040,940,1956,1999,47.4012,-122.11,2180,217799,1,3,19,12.765691290604371
2,1.5,1190,1236,0,7,1190,0,2005,0,47.7274,-122.35700000000001,1390,1756,1,2,18,12.533579815765737
5,2.75,3650,20150,0,10,2360,1290,1975,0,47.6215,-122.22399999999999,3220,19800,0,5,12,14.269766465162304
3,1.0,1510,4350,0,6,1510,0,1913,0,47.2052,-121.98700000000001,1210,5500,0,9,19,12.180759965737863
3,2.0,1200,6074,0,7,1200,0,1968,0,47.325,-122.205,1430,6338,0,8,21,12.310437165348775
5,3.0,2830,8854,0,8,1500,1330,1979,0,47.5743,-122.209,2260,8604,1,4,16,13.670485941982712
4,2.0,1650,6000,0,7,1000,650,1959,0,47.5834,-122.307,1540,6000,0,5,9,13.005831808336863
4,1.5,1710,4600,0,7,1710,0,1924,0,47.6847,-122.318,1740,4455,0,12,9,13.113929915523508
3,1.0,1740,4400,0,7,1740,0,1924,0,47.6059,-122.3,1720,4400,1,4,3,13.214944381849817
3,1.75,1840,10723,0,7,1220,620,1974,0,47.428999999999995,-122.154,1590,9820,0,5,7,12.644330802262578
3,1.5,1820,8585,0,7,1820,0,1962,0,47.4479,-122.213,1740,10088,0,7,11,12.230770136157428
5,3.75,3860,6901,0,7,3860,0,2003,0,47.3694,-122.03200000000001,3000,8584,0,9,10,13.060490101343552
3,1.5,1810,349351,0,7,1810,0,2002,0,47.3392,-121.897,2480,339332,1,4,23,12.971542813248437
2,2.0,1030,2271,0,7,1030,0,1999,0,47.7263,-122.314,1439,1387,1,5,1,12.644330802262578
4,1.0,1410,7693,0,7,1410,0,1953,0,47.7604,-122.331,1330,8395,1,3,25,12.779875885354993
5,2.5,2140,15950,0,8,1370,770,1968,0,47.4797,-122.35799999999999,2600,14273,1,1,27,13.339892798942067
6,1.5,1930,8400,0,7,1030,900,1971,0,47.4869,-122.34,1780,9520,0,6,10,12.07254696717504
6,1.5,1930,8400,0,7,1030,900,1971,0,47.4869,-122.34,1780,9520,1,1,7,12.694655727828803
4,3.5,1930,5400,0,7,1930,0,1920,0,47.5679,-122.40899999999999,1500,3340,0,9,12,13.444448325847754
4,2.5,2210,7214,0,8,2210,0,2003,0,47.3554,-122.29799999999999,2270,7246,0,8,19,12.721888795877375
4,1.0,1360,11175,0,7,1360,0,1961,0,47.4551,-122.272,1340,9702,1,2,24,12.190964083849375
3,1.75,1830,7969,0,7,930,900,1950,2008,47.4667,-122.214,1790,7425,0,7,3,12.652362948153474
3,2.25,2120,6710,0,7,1420,700,1959,0,47.7461,-122.324,1880,6960,0,10,29,12.985399815906522
4,2.5,2700,4590,0,8,2700,0,2002,0,47.6734,-122.329,2080,3570,0,10,1,13.830400155679214
4,2.5,3160,35225,0,9,2250,910,1992,0,47.5672,-122.111,3460,17223,0,8,26,13.598598798635953
4,2.25,2770,13129,0,8,2770,0,1979,0,47.6268,-122.05,2400,13129,1,1,5,13.388456067262961
3,2.5,2240,41339,0,9,2240,0,1945,1992,47.6483,-122.163,2900,45738,0,10,18,13.82347971967645
4,2.5,2570,6466,0,9,2570,0,1999,0,47.3324,-122.17,2520,6667,0,11,6,12.779875885354993
2,1.0,880,12000,0,7,880,0,1939,0,47.7436,-122.35600000000001,1960,9395,0,7,29,12.720544613296317
3,2.25,1820,9670,0,8,1820,0,1984,0,47.6382,-122.11,2160,11424,0,7,8,13.231219576036775
4,2.25,1660,7184,0,7,1110,550,1963,0,47.4678,-122.294,1640,7200,0,11,3,12.533579815765737
4,3.0,2200,10800,0,6,2200,0,1960,0,47.4476,-122.169,1430,10800,0,7,7,12.611541086966115
4,1.0,1640,3844,0,7,1460,180,1928,0,47.7017,-122.354,1230,3844,1,2,25,12.691583538230217
4,2.0,1650,3504,0,7,760,890,1951,2013,47.5803,-122.294,1480,3504,1,3,19,12.905452860309719
3,1.75,1420,5170,0,7,1420,0,1963,0,47.6151,-122.145,2250,7700,0,8,20,13.04115549117383
3,1.0,1270,3840,0,7,1270,0,1926,0,47.6896,-122.35700000000001,1270,4175,1,3,27,13.199326270390594
3,1.0,1070,4000,0,7,1070,0,1971,0,47.5529,-122.305,1090,4000,1,3,16,12.861001210669146
2,1.0,1060,3040,0,7,860,200,1924,0,47.6725,-122.329,1470,3814,0,7,8,13.081543466215237
3,2.25,2190,7149,0,8,1240,950,1963,0,47.5243,-122.204,3500,7149,0,6,9,13.199233673682526
3,2.25,1940,217800,0,9,1940,0,1990,0,47.5636,-121.932,2580,83558,0,7,18,13.178745601197818
3,2.5,1300,877,0,7,1060,240,2008,0,47.6591,-122.39200000000001,1320,1414,0,8,20,12.940843898859598
3,1.5,1330,12500,0,7,1330,0,1966,0,47.5263,-122.051,2310,12500,1,2,17,12.91164481522143
3,2.25,1940,9100,0,8,1630,310,1966,0,47.3133,-122.36399999999999,2080,9100,0,7,23,12.608202196848836
3,1.75,2100,15480,0,7,2100,0,1983,0,47.2924,-122.271,1330,15657,0,8,13,12.608202196848836
3,1.0,1290,5500,0,7,980,310,1951,0,47.5266,-122.39200000000001,1680,5000,0,5,14,12.82724304287755
2,1.75,1560,1750,0,6,780,780,1904,0,47.6347,-122.355,1850,3600,0,5,22,13.111102207777295
3,1.75,2630,6500,0,7,1330,1300,1958,0,47.4878,-122.221,2520,6500,0,9,24,12.54254845357358
3,2.5,2100,6021,0,7,2100,0,1992,0,47.2917,-122.375,2091,7547,0,11,21,12.535200118144527
3,2.75,2070,54557,0,8,2070,0,1996,0,47.4659,-122.116,2190,49658,0,12,19,13.554147092530322
4,2.5,2960,28005,0,10,2960,0,1989,0,47.7477,-122.117,3510,35248,0,10,8,13.541075028051122
2,2.0,1300,3608,0,7,1300,0,2004,0,47.3623,-122.309,1510,3608,1,1,26,12.345838935721968
4,2.5,2520,7731,0,9,2520,0,1994,0,47.7709,-122.29700000000001,2000,7704,0,10,2,13.171155446333852
3,1.0,1150,6000,0,7,1150,0,1927,0,47.4963,-121.787,1210,7700,0,7,1,12.634606283893019
4,2.0,2030,9600,0,6,1430,600,1947,0,47.4459,-122.272,1820,14600,0,6,18,12.444223028950905
3,1.5,1880,7400,0,8,1480,400,1968,0,47.7743,-122.27,1820,8660,0,6,17,12.91164481522143
2,1.0,2320,11250,0,6,2320,0,1942,0,47.504,-122.36200000000001,1620,11250,1,3,12,12.793862088206213
2,1.0,1050,7500,0,6,1050,0,1910,0,47.5577,-122.399,2540,13680,1,5,11,13.163507240119458
4,2.5,3030,13068,0,9,3030,0,1978,0,47.6313,-122.17200000000001,2940,11999,0,9,26,13.429849547739444
1,0.75,530,33278,0,4,530,0,1950,0,47.6412,-122.079,2830,14311,0,12,3,12.779875885354993
3,1.5,1090,9600,0,7,1090,0,1968,0,47.3639,-122.109,1240,9620,0,6,23,12.206077645517674
3,2.25,2220,4060,0,7,1330,890,1993,0,47.5188,-122.265,1930,5625,0,7,8,12.706850963741102
3,2.25,1430,5999,0,7,1430,0,1987,0,47.3116,-122.35799999999999,1600,5999,0,8,12,12.30592250537653
4,4.5,3780,6000,0,11,2770,1010,1910,1977,47.5922,-122.38799999999999,2660,6000,1,2,4,14.284820821887822
2,1.0,1560,4920,0,6,780,780,1947,0,47.7248,-122.325,1760,7510,0,7,23,12.644330802262578
4,2.25,2220,4200,0,8,1310,910,1932,0,47.6418,-122.39399999999999,2020,4940,1,4,9,13.667011709737965
3,1.5,1140,8340,0,7,1140,0,1960,0,47.4773,-122.28,1140,8340,0,6,19,12.206077645517674
4,2.5,2540,11100,0,7,2540,0,1957,0,47.6317,-122.124,1560,11100,0,9,30,13.353476685668044
3,2.25,1440,6232,0,7,1440,0,1985,0,47.5658,-122.01799999999999,1740,5999,1,3,20,12.976761717018858
3,2.25,1570,9500,0,7,1070,500,1977,0,47.6843,-122.185,2250,9583,1,1,23,13.077368103521614
4,2.25,1860,9576,0,7,1400,460,1962,0,47.3612,-122.28399999999999,1860,9576,0,7,23,12.425212191503038
5,3.0,2440,4750,0,9,1450,990,2006,0,47.5485,-122.302,1420,5940,0,6,5,13.112315061750808
4,2.5,2100,8800,0,7,1240,860,1960,0,47.6146,-122.11399999999999,2000,8800,0,11,13,13.353476685668044
4,2.5,2150,27540,0,8,2150,0,1997,0,47.637,-121.969,2150,27540,0,6,26,13.217675375388819
3,2.5,2440,18674,0,8,2440,0,1994,0,47.3672,-122.126,2530,10603,0,9,19,12.765691290604371
5,1.5,1930,7480,0,7,1930,0,1966,0,47.4503,-122.15700000000001,1480,7705,0,12,2,12.506180941677357
4,2.0,1830,9610,0,7,1830,0,1963,0,47.695,-122.176,1970,10754,0,10,7,13.098584896867909
4,3.5,1850,6519,0,7,1130,720,1986,0,47.3087,-122.354,1280,6664,0,5,16,12.421188057397055
4,3.5,3210,5000,0,9,3210,0,2014,0,47.5203,-122.39299999999999,1360,5000,0,8,14,13.697853639354802
1,1.0,1090,5250,0,6,980,110,1927,0,47.6999,-122.391,2160,5250,0,8,27,12.834683971615659
3,1.5,1870,3300,0,7,1870,0,1906,0,47.6221,-122.325,1820,2460,0,11,26,13.746161551640268
3,2.25,1920,8412,0,8,1460,460,1977,0,47.5578,-122.132,2490,8700,1,1,2,13.345508528717259
2,1.0,700,4350,0,6,700,0,1943,0,47.5577,-122.391,1620,5100,0,7,28,12.700771936142122
4,2.25,3380,9900,0,8,1690,1690,1969,0,47.4438,-122.34,2390,9900,0,7,18,13.060490101343552
5,2.5,2430,6168,0,8,2430,0,2007,0,47.5237,-122.199,2150,8400,1,2,13,13.12735290896314
3,1.75,1950,17400,0,7,1210,740,1976,0,47.7424,-122.09100000000001,1900,17250,1,4,7,13.089842251812337
2,1.0,900,7500,0,6,900,0,1961,0,47.6481,-121.916,1190,10000,0,8,7,12.439170488085749
3,2.5,2060,8893,0,8,2060,0,1987,0,47.5615,-122.165,2650,8500,0,8,21,13.321215875492413
4,2.0,2180,10447,0,8,1280,900,1969,0,47.7675,-122.279,2190,10987,0,7,25,12.945628585536271
4,2.25,2140,9377,0,8,2140,0,1986,0,47.2649,-122.21799999999999,2030,7846,0,7,17,12.683861515988351
6,1.0,1730,2760,0,7,1250,480,1918,0,47.6342,-122.353,1630,3200,1,1,6,13.241036683319184
4,2.5,3140,12591,0,9,3140,0,1993,0,47.3826,-122.146,2650,11720,1,3,24,13.047641986378483
4,4.25,3010,4887,0,10,1940,1070,1951,1996,47.6933,-122.272,2540,9375,0,6,17,13.676249640055394
2,1.5,800,1196,0,8,800,0,2003,0,47.6972,-122.34100000000001,1020,1087,1,2,3,12.54254845357358
3,2.5,3300,11570,0,9,3300,0,1994,0,47.5599,-122.12100000000001,3280,11446,0,9,12,13.652992804936396
2,1.0,1530,4370,0,7,1130,400,1946,0,47.6888,-122.30799999999999,1580,4275,0,10,22,13.036698729531452
2,1.0,760,5280,0,6,760,0,1946,0,47.483000000000004,-122.33,1710,6594,1,4,22,11.711784520403112
5,3.0,2450,4591,0,7,2450,0,1994,0,47.6828,-122.38799999999999,1060,5500,0,5,13,13.171155446333852
2,1.0,1000,31838,0,7,1000,0,1962,0,47.4789,-121.779,1490,39747,0,7,16,12.564798983919784
2,1.0,840,7425,0,6,840,0,1952,0,47.4749,-122.339,1300,11674,0,7,18,12.294317012075673
3,1.5,1380,4290,0,7,1080,300,1955,0,47.674,-122.37899999999999,1510,3900,0,9,5,13.171155446333852
3,1.5,1380,4290,0,7,1080,300,1955,0,47.674,-122.37899999999999,1510,3900,0,12,22,13.384729180332174
4,2.0,2020,48693,0,7,2020,0,1949,0,47.4646,-121.759,1610,34900,0,6,25,12.782688818818986
2,1.0,1260,5000,0,7,1040,220,1951,0,47.6782,-122.397,1510,5000,0,5,29,12.986545945209913
3,1.75,1440,7112,0,7,1180,260,1979,0,47.7304,-122.227,1570,9152,0,8,7,12.923914877701906
4,1.75,1540,8311,0,7,1540,0,1950,0,47.7046,-122.29299999999999,1890,7996,0,9,11,13.147057941212308
4,1.0,1060,7200,0,6,880,180,1925,0,47.5591,-122.26799999999999,1910,7200,0,8,18,13.1421679654829
4,1.75,1900,10297,0,8,1900,0,1966,0,47.5944,-122.155,2220,9612,0,9,18,13.246351123968212
3,1.75,2870,26500,0,8,2870,0,1948,1981,47.4485,-122.355,2420,20500,0,9,10,13.171155446333852
3,1.0,1050,5500,0,6,930,120,1920,0,47.5402,-122.38,1410,5834,0,8,7,12.983103608918753
3,2.75,1840,68479,0,8,1340,500,1989,0,47.6802,-121.90799999999999,2060,61903,0,12,31,12.915341667991576
5,2.75,3000,9473,0,8,1500,1500,1966,0,47.6567,-122.13,2050,8820,0,10,7,13.217675375388819
3,2.0,1200,10212,0,6,1200,0,1949,0,47.206,-121.99799999999999,1280,10212,1,2,26,12.433212202169729
3,1.5,1840,10125,0,8,1220,620,1959,0,47.5607,-122.21700000000001,2320,10160,0,12,11,13.629182184591333
4,2.5,2790,7673,0,9,2790,0,1989,0,47.6692,-122.13600000000001,2740,7837,1,4,14,13.596111238258136
3,1.0,970,9360,0,5,970,0,1942,0,47.2808,-122.225,1050,11348,1,4,7,12.235636302128867
4,1.0,1070,7467,0,7,1070,0,1944,0,47.4942,-122.235,1160,7467,0,7,30,12.206077645517674
2,1.0,900,5160,0,6,900,0,1952,0,47.525,-122.35600000000001,900,5160,0,5,6,12.296831574998258
4,4.0,2680,6000,0,7,1380,1300,1962,2014,47.6557,-122.38799999999999,1930,6000,0,9,5,13.563196916350243
3,2.5,2000,22000,0,8,2000,0,1979,0,47.59,-122.081,2180,19800,1,2,18,13.294131104609715
3,1.5,1660,8797,0,7,1660,0,1956,0,47.5892,-122.20200000000001,2350,10053,0,6,3,13.47653659463273
4,1.5,1770,6014,0,7,1240,530,1946,0,47.5773,-122.39299999999999,1740,6014,0,7,14,13.304686600863562
3,2.0,1230,6802,0,7,1230,0,1940,0,47.6712,-122.279,1850,6398,1,3,30,13.226117803991317
3,1.0,1740,10875,0,7,1020,720,1962,0,47.4682,-122.28299999999999,1470,8532,0,7,3,12.495007682693725
3,2.0,1710,8910,0,7,1710,0,1953,0,47.7719,-122.338,1430,8493,0,9,24,12.873904582205107
6,2.0,2020,7071,0,7,1010,1010,1979,0,47.5329,-122.294,2020,5000,1,4,1,12.721888795877375
4,2.5,2410,9886,0,8,1990,420,1975,0,47.5351,-122.223,2530,10658,1,4,23,13.751506294085875
4,2.75,2310,14745,0,7,1410,900,1993,0,47.376999999999995,-122.31,2060,9678,1,4,7,12.821260987319457
5,2.5,2400,4548,0,7,2400,0,2003,0,47.371,-122.12700000000001,2200,4465,1,4,2,12.721888795877375
5,2.0,3160,3990,0,7,1870,1290,1923,0,47.653999999999996,-122.337,1780,4240,1,4,21,13.451668563394815
3,1.0,1560,14333,0,7,1560,0,1953,0,47.431999999999995,-122.348,1640,14333,0,6,6,12.86747370841737
3,2.5,1770,6187,0,7,1770,0,1992,0,47.4034,-122.189,1650,7200,1,3,18,12.409017571151187
3,2.0,1600,13200,0,7,1600,0,1990,0,47.4656,-121.756,1360,11520,0,7,29,12.639642424709768
3,1.75,1330,13102,0,7,1330,0,1968,0,47.3172,-122.322,1270,11475,0,6,24,12.323860125621126
4,2.5,2970,29163,0,9,2970,0,1993,0,47.6717,-122.025,3100,31105,0,9,3,13.480039220276565
3,1.0,1020,10200,0,7,1020,0,1954,0,47.7503,-122.348,1170,8188,1,5,6,12.721888795877375
3,2.5,2490,4904,0,9,2490,0,2003,0,47.5451,-122.014,2370,4050,0,8,21,13.359805810705184
5,2.0,1700,7314,0,7,1000,700,1956,0,47.549,-122.305,2000,7176,0,5,14,12.729323752253295
1,1.0,850,6567,0,6,850,0,1940,0,47.327,-122.039,2160,9794,0,9,4,12.994532278619134
3,1.75,1250,13775,0,7,1250,0,1990,0,47.4981,-121.772,1260,13707,0,7,17,12.765691290604371
2,1.0,610,4560,0,5,610,0,1918,0,47.5498,-122.383,930,1392,1,1,14,12.899222326086994
4,3.5,3700,13175,0,11,3700,0,1989,0,47.5471,-122.133,3880,15508,0,8,15,14.06860196204365
3,1.0,950,10080,0,7,950,0,1954,0,47.571999999999996,-122.139,1060,10000,1,4,6,12.983103608918753
4,2.5,3860,5130,0,8,2930,930,2004,0,47.5387,-121.87899999999999,3130,6163,0,9,29,13.431319053559353
3,3.5,1360,1275,0,8,1240,120,2007,0,47.5904,-122.315,1360,1275,0,6,29,12.891694078557842
4,2.5,3890,34513,0,10,3890,0,1996,0,47.7749,-122.04799999999999,3600,28435,0,9,26,13.560619598657233
3,2.25,1680,9090,0,7,1130,550,1959,0,47.6068,-122.13,1960,9090,0,7,7,13.081543466215237
3,2.5,1520,7200,0,7,1520,0,1985,0,47.3679,-122.182,1780,7210,0,9,9,11.970356641102999
3,2.0,2420,208652,0,8,2420,0,2005,0,47.3666,-121.978,3180,212137,0,7,23,13.28787951079572
5,2.75,3890,9130,0,9,3890,0,2004,0,47.5407,-121.86,3450,8361,0,9,2,13.557388582251582
5,1.5,2940,13425,0,8,1470,1470,1955,0,47.7632,-122.29,1580,8200,1,2,17,13.048718990086243
3,1.75,1350,8737,0,7,1350,0,1966,0,47.4378,-122.279,1600,8928,1,4,24,12.546113507028412
3,2.25,2190,45738,0,8,2190,0,1990,0,47.7108,-122.12,2970,4496,0,7,22,13.3374763699232
3,2.25,2280,5750,0,7,1150,1130,1985,0,47.5641,-122.39299999999999,1500,5060,0,6,17,13.07107218827772
2,2.0,1070,4500,0,6,910,160,1932,0,47.4896,-122.204,1280,4500,0,10,17,12.409017571151187
5,2.25,2540,3750,0,7,1510,1030,1925,0,47.6729,-122.29899999999999,1780,3750,0,7,29,13.399996629152975
4,2.25,2270,8480,0,8,1310,960,1973,0,47.5448,-122.17399999999999,1910,9050,0,12,4,13.17590604006516
2,1.0,1220,7250,0,6,1220,0,1914,0,47.3585,-121.975,1350,20250,0,10,27,11.813037464800539
3,1.75,1890,5000,0,7,1890,0,2003,0,47.3357,-122.175,2960,5421,1,5,6,12.524530013005734
4,2.0,1990,4740,0,7,1080,910,1926,0,47.6112,-122.303,1560,2370,1,2,10,12.971542813248437
3,1.0,1220,6000,0,7,1220,0,1968,0,47.3245,-122.209,1420,6000,0,8,25,12.271396795480596
3,3.0,2640,5978,0,9,2640,0,2012,0,47.4759,-121.735,2680,6060,0,9,12,13.190023895035274
3,1.75,1480,9603,0,7,1480,0,1952,0,47.5915,-122.20200000000001,2660,10766,1,2,13,13.370786295963992
3,2.0,2320,9420,0,7,2320,0,1952,0,47.5133,-122.196,2030,9420,0,10,28,12.98608765110999
4,1.75,2410,6000,0,8,2410,0,1911,0,47.6369,-122.355,1280,4000,0,10,14,14.180154365996387
4,2.75,2090,13500,0,8,2090,0,1949,0,47.573,-122.225,2130,13500,1,3,27,13.629182184591333
3,1.0,920,3532,0,6,920,0,1910,0,47.5539,-122.26799999999999,1250,4000,0,7,22,12.847929163278053
3,0.75,850,8573,0,6,600,250,1945,0,47.503,-122.35600000000001,850,8382,1,2,20,11.794345471549745
3,1.0,1130,9907,0,7,1130,0,1954,0,47.4362,-122.286,1320,9907,0,12,1,12.10043987059093
3,1.0,1260,7265,0,7,1260,0,1954,0,47.2979,-122.22399999999999,940,7200,1,4,20,12.145265819615581
4,2.0,2090,10800,0,7,2090,0,1951,0,47.5759,-122.223,2090,10800,0,7,2,13.398480330934175
3,2.0,2020,7260,0,7,1180,840,1926,0,47.5496,-122.311,1400,5950,0,10,22,12.666660207428574
3,2.25,1970,4564,0,8,1470,500,1959,0,47.6703,-122.41,1980,5000,0,11,24,13.345508528717259
3,1.75,1820,9545,0,7,1230,590,1976,0,47.7772,-122.296,1790,9530,0,6,13,12.765691290604371
3,1.5,1840,5000,0,7,1340,500,1915,0,47.6652,-122.36200000000001,1840,5000,0,6,25,13.527829818844937
4,1.75,2100,10358,0,8,1280,820,1959,0,47.7478,-122.338,2080,9000,0,8,27,13.032440858057756
4,2.0,1770,5000,0,7,1770,0,1906,0,47.6748,-122.38600000000001,1550,5000,1,3,4,13.35743708061023
3,2.0,1110,7231,0,7,1110,0,1991,0,47.4036,-122.191,1550,7245,0,7,2,12.314931534737134
4,2.75,2090,8400,0,8,1240,850,1976,0,47.6872,-122.12299999999999,2340,9000,0,9,2,13.321215875492413
4,1.75,2080,8215,0,7,2080,0,1948,0,47.736999999999995,-122.305,1550,8215,0,10,24,12.861001210669146
3,3.25,1400,1343,0,7,1160,240,2005,0,47.5483,-122.277,1400,1326,1,3,24,12.814481318719762
3,1.0,1060,8040,0,6,1060,0,1949,0,47.7121,-122.287,1300,7620,0,8,4,12.861260916527751
2,1.0,720,5913,0,6,720,0,1920,0,47.5447,-122.27,1560,6600,0,12,29,12.345838935721968
3,2.75,1100,750,0,7,780,320,2008,0,47.5601,-122.363,1170,4800,0,6,23,12.563750586299374
3,1.0,1010,9576,0,7,1010,0,1967,0,47.2956,-122.272,1540,9576,1,3,26,12.214541681788218
4,4.75,5230,89298,0,11,5230,0,2002,0,47.4097,-122.06299999999999,4110,107153,1,4,23,14.115615891155079
4,1.75,2420,7672,0,8,1480,940,1979,0,47.5637,-122.085,2370,7699,0,5,19,13.171155446333852
3,1.5,1200,7236,0,7,1200,0,1975,0,47.739,-122.194,1680,7800,1,2,2,12.796636007394284
3,1.5,1950,1963,0,8,1950,0,2002,0,47.6904,-122.397,1590,2028,0,9,23,13.180634172318978
3,2.25,1870,7403,0,7,1870,0,1950,0,47.7171,-122.32,1630,7440,0,10,8,13.02805489573287
4,2.25,1310,8400,0,7,1310,0,1966,0,47.7317,-122.181,1600,8400,0,11,20,12.95039048795861
4,2.0,1520,6200,0,7,1520,0,1945,0,47.678000000000004,-122.26899999999999,1910,6200,0,5,2,13.369225017834633
3,1.0,1270,12733,0,7,1270,0,1955,0,47.445,-122.27600000000001,1660,11536,1,3,31,12.388398368982115
2,1.0,840,7414,0,6,840,0,1928,0,47.6771,-122.17200000000001,1740,9784,0,10,24,12.793862088206213
2,1.0,900,23000,0,7,900,0,1953,0,47.3576,-122.156,1460,8265,1,3,24,11.966170703525933
4,3.0,3010,6139,0,8,2560,450,1950,1972,47.6799,-122.26799999999999,2100,6798,1,4,15,14.030622744032508
3,1.0,1050,6874,0,6,1050,0,1954,0,47.762,-122.355,1500,8954,0,5,6,12.429220196836383
6,2.75,3360,84506,0,7,2040,1320,1962,0,47.715,-122.12100000000001,2190,43124,1,2,25,13.507627138738266
7,4.75,5370,10800,0,8,5370,0,1967,0,47.538000000000004,-122.223,2310,10910,1,1,15,13.693231053325997
3,3.5,2690,104544,0,8,2690,0,1948,1990,47.7717,-122.11200000000001,2300,81698,0,10,23,13.560619598657233
3,1.75,1710,7320,0,7,1710,0,1948,0,47.7512,-122.281,2260,8839,0,5,2,13.045484492893253
3,2.5,1640,1269,0,8,1640,0,2009,0,47.6197,-122.3,1590,1231,0,6,23,13.269059483669357
6,3.75,4000,6015,0,10,3080,920,2004,0,47.453,-122.118,3180,5700,0,7,9,13.25339339419516
5,4.5,4140,7924,0,10,4140,0,2005,0,47.6102,-121.993,3960,8410,1,3,31,13.87378040948403
4,2.75,3140,24800,0,8,2080,1060,1971,0,47.3782,-122.161,2850,12900,0,9,9,12.834683971615659
2,1.75,1320,2609,0,7,920,400,1938,0,47.6878,-122.366,1200,4220,0,12,9,12.952762962683588
4,3.5,3080,4945,0,9,2010,1070,2014,0,47.5662,-122.37899999999999,1220,4945,1,2,9,13.672218542205222
3,2.5,2500,10359,0,10,2500,0,1986,0,47.6286,-122.051,2580,10142,1,4,13,13.465954500233115
4,2.5,2520,9684,0,8,2520,0,1994,0,47.4848,-121.801,2090,10133,0,10,29,13.060490101343552
3,1.25,2350,6200,0,7,1320,1030,1966,0,47.5979,-122.135,2140,9543,0,12,18,12.793862088206213
4,2.5,2570,13450,0,8,1510,1060,1948,0,47.7429,-122.285,3470,12615,1,4,29,13.586098651497313
4,2.5,3100,7807,0,9,3100,0,2003,0,47.7151,-122.227,3100,7807,1,3,30,13.592368256649284
4,3.5,4730,13586,0,10,4270,460,1935,0,47.6319,-122.288,3710,8828,0,5,29,14.713026542093019
3,1.75,1030,4800,0,6,930,100,1927,0,47.566,-122.37299999999999,1540,4800,1,4,8,12.53280113710076
2,1.0,1020,4002,0,7,1020,0,1953,0,47.5828,-122.395,1780,5000,1,4,13,13.038983942375959
3,2.5,2080,3729,0,9,2080,0,1996,0,47.6731,-122.199,2080,4000,1,5,4,13.708914835307842
3,1.0,1410,47916,0,7,1410,0,1981,0,47.7149,-121.96,1810,215622,0,8,6,12.259618151783465
2,2.0,1360,3300,0,6,1360,0,2004,0,47.3489,-122.022,1310,3300,0,8,28,12.310437165348775
3,2.5,2620,21587,0,7,2620,0,1992,0,47.6384,-121.959,2570,23650,0,5,29,13.418015107599418
3,2.25,2260,33080,0,9,1690,570,1974,0,47.6386,-122.18299999999999,3020,35291,0,10,20,13.564483088506746
3,1.75,1490,9493,0,8,1490,0,1976,0,47.4514,-122.134,2440,9600,1,1,21,12.652362948153474
4,2.5,2530,6500,0,8,1720,810,1975,0,47.6737,-122.28399999999999,2150,5280,0,7,14,13.384729180332174
6,2.25,3140,10250,0,8,1570,1570,1959,0,47.6116,-122.169,2320,10250,0,8,26,13.51440681653079
3,2.0,1820,17600,0,7,1820,0,1972,0,47.4703,-122.11200000000001,2190,17440,0,8,26,12.676079399771027
4,2.5,1770,13168,0,7,1770,0,1990,0,47.7306,-121.96600000000001,2050,14859,1,5,8,13.02805489573287
5,4.0,4430,9000,0,10,4430,0,2013,0,47.6168,-122.21600000000001,2470,9490,0,5,13,14.711598990684092
3,3.25,1490,902,0,8,1220,270,2001,0,47.6357,-122.324,1550,1092,0,12,3,13.122365377402328
3,1.75,1790,27427,0,7,1130,660,1978,0,47.532,-121.76100000000001,1610,16684,0,6,11,12.691583538230217
3,2.5,1710,1296,0,8,1510,200,2004,0,47.6963,-122.34200000000001,1610,1282,0,9,12,12.938442943086665
4,2.25,2070,20280,0,7,2070,0,1968,0,47.773999999999994,-122.134,2190,21560,1,3,18,13.112315061750808
2,1.0,1140,5400,0,7,1140,0,1908,0,47.6205,-122.294,1520,4800,0,5,5,13.215855541983634
5,2.0,3930,10150,0,8,3070,860,1968,0,47.6317,-122.11399999999999,2200,8190,0,8,25,13.286183160425152
3,1.5,1100,32700,0,7,1100,0,1967,0,47.3186,-122.289,1616,32700,0,11,21,12.179836467255003
3,2.5,2260,5500,0,7,1280,980,1910,0,47.681000000000004,-122.38799999999999,1790,5355,0,12,16,12.91164481522143
3,2.5,2260,5500,0,7,1280,980,1910,0,47.681000000000004,-122.38799999999999,1790,5355,1,4,8,13.345508528717259
3,1.0,1130,7014,0,7,1130,0,1954,0,47.4743,-122.274,1440,9350,0,11,13,12.230770136157428
3,3.75,1950,8625,0,8,1360,590,1959,0,47.505,-122.258,1950,6670,0,6,23,12.751592406792705
3,1.0,960,7500,0,6,960,0,1953,0,47.4966,-122.255,1250,6000,0,10,20,12.206077645517674
4,3.5,4210,18564,0,11,4210,0,2001,0,47.6206,-122.225,3520,18564,1,2,12,14.459993091477184
3,1.5,3430,264844,0,7,2230,1200,1988,0,47.4476,-121.723,1660,145926,0,10,29,13.170202613394364
4,2.75,3470,212639,0,7,2070,1400,1993,0,47.7066,-121.96799999999999,2370,233917,0,8,26,13.302350544963991
5,3.0,2140,5937,0,7,1280,860,1978,0,47.5459,-122.27,1820,6710,0,12,9,12.81523477424645
